tokens,objects,attributes,relations,relations_per_object,attributes_per_object,noun_chunks,noun_chunks_per_prompt,adjectives_per_noun_chunk,prep_phrases,conjunctions,dependency_depth,atoms_per_20_tokens,objects_per_20_tokens,attributes_per_20_tokens,relations_per_20_tokens,dataset,prompt_index,prompt
24,7,5,5,0.7142857142857143,0.7142857142857143,6,6,0.8333333333333334,3,0,8,14.166666666666668,5.833333333333334,4.166666666666667,4.166666666666667,Ours,2506,A person wearing a plain blue collared shirt with a black epaulet on their right shoulder holds a cell phone to their right ear.
11,3,3,2,0.6666666666666666,1.0,3,3,1.0,1,0,5,14.545454545454547,5.454545454545454,5.454545454545454,3.6363636363636367,Ours,2507,A collared shirt has a white epaulet on the right shoulder.
18,6,4,3,0.5,0.6666666666666666,5,5,0.8,1,1,5,14.444444444444445,6.666666666666666,4.444444444444445,3.333333333333333,Ours,2508,"A white plate holds two fried eggs and a hamburger patty, alongside another white plate holding avocado slices."
21,8,4,4,0.5,0.5,6,6,0.6666666666666666,1,2,6,15.238095238095237,7.619047619047619,3.8095238095238093,3.8095238095238093,Ours,2509,"A white plate holds a hamburger patty and fried eggs, while another white plate holds avocado slices, arranged side by side."
22,5,4,3,0.6,0.8,4,4,1.0,0,1,5,10.909090909090908,4.545454545454545,3.6363636363636367,2.727272727272727,Ours,2510,"The orange’s bright green rind is curled back to reveal its pale yellow flesh, showing that the fruit is mostly rind."
13,4,5,1,0.25,1.25,4,4,1.25,0,1,4,15.384615384615385,6.153846153846154,7.6923076923076925,1.5384615384615385,Ours,2511,"A serene, sandy beach features numerous tracks and a large, dark green island."
14,4,3,3,0.75,0.75,4,4,0.75,2,0,6,14.285714285714286,5.7142857142857135,4.285714285714286,4.285714285714286,Ours,2512,"Numerous tracks are on a sandy beach, with an island featuring blue elements nearby."
19,6,0,4,0.6666666666666666,0.0,6,6,0.0,2,2,6,10.526315789473683,6.315789473684211,0.0,4.2105263157894735,Ours,2513,"A man wearing headphones is nearby, while a stack and a pile of coins sit next to a mouse."
22,7,4,4,0.5714285714285714,0.5714285714285714,5,5,0.8,3,1,9,13.636363636363635,6.363636363636363,3.6363636363636367,3.6363636363636367,Ours,2514,"A small key rests on a pile, with a white power adapter and a blue USB drive placed next to the cables."
23,9,2,4,0.4444444444444444,0.2222222222222222,6,6,0.3333333333333333,1,2,8,13.043478260869566,7.826086956521739,1.7391304347826086,3.4782608695652173,Ours,2515,A ceramic/brick/porcelain vase features a chariot race and showcases an artwork that reflects the craftsmanship and artistic traditions of its era.
29,9,3,7,0.7777777777777778,0.3333333333333333,7,7,0.42857142857142855,4,3,7,13.103448275862068,6.206896551724138,2.0689655172413794,4.827586206896552,Ours,2516,"A charioteer in white clothing and a black chariot participates in a chariot race, while an artwork is displayed on a craftsmanship surface and placed next to artistic traditions."
15,5,3,4,0.8,0.6,5,5,0.6,3,0,7,16.0,6.666666666666666,4.0,5.333333333333333,Ours,2517,A banana with brown spots on its yellow skin has residue on its inner surface.
20,8,4,5,0.625,0.5,5,5,0.8,3,0,7,17.0,8.0,4.0,5.0,Ours,2518,"A turquoise banana, with brown breaking spots on its yellow skin, contains residue on its dark hair tone inner surface."
27,8,6,6,0.75,0.75,7,7,0.8571428571428571,5,1,7,14.814814814814813,5.925925925925926,4.444444444444445,4.444444444444445,Ours,2519,"A fresh donut sits inside an open white box with green trim, with a white paper napkin to its right and another open white box behind it."
17,4,3,5,1.25,0.75,3,3,1.0,3,0,6,14.11764705882353,4.705882352941177,3.5294117647058827,5.882352941176471,Ours,2520,"A vibrant turquoise body of water nestled between rolling, green-brown hills, with an 11 donut nearby."
45,14,3,17,1.2142857142857142,0.21428571428571427,14,14,0.21428571428571427,13,0,12,15.11111111111111,6.222222222222222,1.3333333333333333,7.555555555555555,Ours,2521,"A row of refrigerators includes a two-door model with freezer on top, followed by one with freezer on bottom, then the tallest with freezer on bottom — all standing on a dark, textured floor in front of a refrigerator marked with a quantity of 6."
45,11,7,10,0.9090909090909091,0.6363636363636364,9,9,0.7777777777777778,7,2,8,12.444444444444445,4.888888888888888,3.111111111111111,4.444444444444445,Ours,2522,"A refrigerator with a quantity of 6 is mounted against a dark green wall, while a slightly taller refrigerator stands next to the leftmost, shortest refrigerator, and a fourth refrigerator with a bottom freezer is positioned beside a two-door model with a top freezer."
19,6,0,8,1.3333333333333333,0.0,5,5,0.0,4,0,9,14.736842105263158,6.315789473684211,0.0,8.421052631578947,Ours,2523,"A person with hands clasped under their chin gazes directly at the viewer, positioned indoors with objects arranged nearby."
20,7,0,7,1.0,0.0,6,6,0.0,5,0,8,14.0,7.0,0.0,7.0,Ours,2524,"A gaze is directed at a viewer, with a chin resting on the floor in front of the white bathtub."
27,9,3,8,0.8888888888888888,0.3333333333333333,8,8,0.375,6,0,5,14.814814814814813,6.666666666666666,2.2222222222222223,5.925925925925926,Ours,2525,"A set of three traffic lights controls the flow of a multi-lane traffic road near a large building under construction, with a crane towering above it."
23,8,3,5,0.625,0.375,6,6,0.5,3,1,6,13.91304347826087,6.956521739130435,2.608695652173913,4.3478260869565215,Ours,2526,A crane operates on a large building under construction while a set of three traffic lights illuminates a multi-lane traffic road nearby.
16,4,3,4,1.0,0.75,5,5,0.6,2,0,7,13.75,5.0,3.75,5.0,Ours,2527,A knife rests on a white napkin next to a colorful salad that includes cold cuts.
14,4,3,4,1.0,0.75,4,4,0.75,3,0,6,15.714285714285714,5.7142857142857135,4.285714285714286,5.7142857142857135,Ours,2528,A colorful salad with a white napkin on top is accompanied by cold cuts.
23,6,3,8,1.3333333333333333,0.5,6,6,0.5,5,1,9,14.782608695652172,5.217391304347826,2.608695652173913,6.956521739130435,Ours,2529,"A wooden snowboard with red lettering is on the snow, accompanied by blue poles sticking out of the snow and marking a course."
23,8,3,5,0.625,0.375,8,8,0.375,5,1,6,13.91304347826087,6.956521739130435,2.608695652173913,4.3478260869565215,Ours,2530,"A set of keys is part of a keyboard with a light blue interface on its screen, and horizontal blinds in the background."
23,9,2,7,0.7777777777777778,0.2222222222222222,9,9,0.2222222222222222,4,1,8,15.652173913043478,7.826086956521739,1.7391304347826086,6.086956521739131,Ours,2531,"A pair of scissors with wooden handles rests beside a blue box that contains a LINKSYS by Cisco product, while boxes hold devices."
14,6,1,3,0.5,0.16666666666666666,5,5,0.2,2,1,8,14.285714285714286,8.571428571428571,1.4285714285714284,4.285714285714286,Ours,2532,Electronic products include boxes that are for devices and for a Wireless G RangePlus.
23,8,4,5,0.625,0.5,5,5,0.8,3,1,8,14.782608695652172,6.956521739130435,3.4782608695652173,4.3478260869565215,Ours,2533,A person wearing a blue and white striped shirt with red sleeves is on a tennis court enclosed by a chain-link fence.
20,7,4,4,0.5714285714285714,0.5714285714285714,4,4,1.0,3,1,8,15.0,7.0,4.0,4.0,Ours,2534,A blue and white striped shirt with red sleeves is on a tennis court enclosed by a chain-link fence.
24,7,3,5,0.7142857142857143,0.42857142857142855,6,6,0.5,1,1,7,12.5,5.833333333333334,2.5,4.166666666666667,Ours,2535,"A toilet’s front is adorned with a red velvet rope and sparkling rhinestones that reflect a light above, creating a glamorous, staged atmosphere."
22,6,1,9,1.5,0.16666666666666666,6,6,0.16666666666666666,4,1,10,14.545454545454547,5.454545454545454,0.9090909090909092,8.181818181818182,Ours,2536,"A toilet, covered in sparkling rhinestones and featuring a tank adorned with them, is framed by a red velvet rope in front."
29,8,5,6,0.75,0.625,9,9,0.5555555555555556,4,2,8,13.103448275862068,5.517241379310345,3.4482758620689657,4.137931034482759,Ours,2537,"A small piece rests on a large, green, and red mango, which is part of a banana, while a shallow depth of field keeps the focus on a fruit."
27,8,4,6,0.75,0.5,9,9,0.4444444444444444,5,1,10,13.333333333333332,5.925925925925926,2.962962962962963,4.444444444444445,Ours,2538,"A small piece is with a large green mango and a banana, with a shallow depth of field that shows hints of a fruit in the background."
20,5,5,5,1.0,1.0,5,5,1.0,3,1,5,15.0,5.0,5.0,5.0,Ours,2539,"Light yellow linguine pasta is tossed with light sauce, possibly made with olive oil and garlic, with a fork nearby."
11,3,2,3,1.0,0.6666666666666666,3,3,0.6666666666666666,2,0,4,14.545454545454547,5.454545454545454,3.6363636363636367,5.454545454545454,Ours,2540,"Linguine pasta is tossed with light sauce, with a fork nearby."
12,6,0,1,0.16666666666666666,0.0,5,5,0.0,0,1,5,11.666666666666668,10.0,0.0,1.6666666666666665,Ours,2541,"A pizza (quantity: 2) includes a slice, cheese, and a cheesy topping."
21,8,1,5,0.625,0.125,6,6,0.16666666666666666,3,1,8,13.333333333333332,7.619047619047619,0.9523809523809523,4.761904761904762,Ours,2542,"A row spans a distance, marked with parking lot markings, while a person with dark blemishes on their skin is nearby."
23,4,5,6,1.5,1.25,4,4,1.25,3,2,6,13.043478260869566,3.4782608695652173,4.3478260869565215,5.217391304347826,Ours,2543,"An empty boat rests on wet, light brown sand, while a wet boat is lined up across and also resting on the sand."
13,3,3,5,1.6666666666666667,1.0,4,4,0.75,3,0,7,16.923076923076923,4.615384615384616,4.615384615384616,7.6923076923076925,Ours,2544,"Wet, darker, light brown sand overflows from debris, with seaweed next to it."
22,6,5,5,0.8333333333333334,0.8333333333333334,6,6,0.8333333333333334,5,0,9,14.545454545454547,5.454545454545454,4.545454545454545,4.545454545454545,Ours,2545,"Several visible injuries are on a face, including a deep red laceration on the left side of the forehead near the hairline."
15,4,2,3,0.75,0.5,3,3,0.6666666666666666,2,1,7,12.0,5.333333333333333,2.6666666666666665,4.0,Ours,2546,"A curved, red cut is on a left cheek and close to a brick building."
15,5,4,4,0.8,0.8,3,3,1.3333333333333333,2,0,7,17.333333333333336,6.666666666666666,5.333333333333333,5.333333333333333,Ours,2547,A sidewalk made of light-colored square tiles stretches within a rainy urban street scene.
14,5,2,4,0.8,0.4,3,3,0.6666666666666666,2,0,8,15.714285714285714,7.142857142857143,2.8571428571428568,5.7142857142857135,Ours,2548,A sidewalk made of light-colored square tiles runs next to an asphalt street.
26,9,5,6,0.6666666666666666,0.5555555555555556,6,6,0.8333333333333334,6,1,10,15.384615384615385,6.923076923076923,3.8461538461538463,4.615384615384616,Ours,2549,"Train schedules, including departure times, display train numbers in bright yellow font, with a large white and red logo positioned below the date 29-10-2011."
24,10,5,6,0.6,0.5,6,6,0.8333333333333334,3,1,8,17.5,8.333333333333334,4.166666666666667,5.0,Ours,2550,"An illuminated train departure board features a white section and displays various train schedules, including destinations, with train numbers shown in bright yellow font."
35,11,10,7,0.6363636363636364,0.9090909090909091,8,8,1.25,5,1,11,16.0,6.285714285714286,5.7142857142857135,4.0,Ours,2551,"A yellow ""SALE PRICE"" tag with red lettering hangs from a small brown chihuahua with large ears, a slightly open mouth, and a curious expression, set against a backdrop of rich dark red velvet fabric."
21,6,4,4,0.6666666666666666,0.6666666666666666,5,5,0.8,4,0,5,13.333333333333332,5.7142857142857135,3.8095238095238093,3.8095238095238093,Ours,2552,"A tag with “SALE PRICE” is further down a small chihuahua with a slightly open mouth, near a dark red fabric."
15,7,1,4,0.5714285714285714,0.14285714285714285,4,4,0.25,2,0,6,16.0,9.333333333333334,1.3333333333333333,5.333333333333333,Ours,2553,Green grass surrounds a dirt baseball field with a baseball glove resting on the field.
13,6,1,3,0.5,0.16666666666666666,3,3,0.3333333333333333,1,0,5,15.384615384615385,9.230769230769232,1.5384615384615385,4.615384615384616,Ours,2554,Green grass surrounds a dirt baseball field with a baseball glove lying nearby.
22,5,5,7,1.4,1.0,5,5,1.0,3,1,9,15.454545454545453,4.545454545454545,4.545454545454545,6.363636363636363,Ours,2555,"A wooden platform made of wooden slats has a trunk extending over a wooden railing, located in a sanctuary or natural park."
30,8,3,8,1.0,0.375,9,9,0.3333333333333333,5,1,8,12.666666666666666,5.333333333333333,2.0,5.333333333333333,Ours,2556,"A wooden platform hangs on the wall to the left of a wooden railing that includes a trunk, while a sanctuary is displayed to the right of a natural park."
19,7,1,6,0.8571428571428571,0.14285714285714285,6,6,0.16666666666666666,2,0,10,14.736842105263158,7.368421052631579,1.0526315789473684,6.315789473684211,Ours,2557,"A street scene captures a cloudy day, featuring houses arranged in a row with their front facing the viewer."
24,8,2,6,0.75,0.25,7,7,0.2857142857142857,5,1,8,13.333333333333332,6.666666666666666,1.6666666666666665,5.0,Ours,2558,"A row is on the left of houses, and a street scene unfolds under a cloudy day, with the front of the houses visible."
10,4,0,2,0.5,0.0,3,3,0.0,2,0,6,12.0,8.0,0.0,4.0,Ours,2559,A shops is on a ground floor with balconies above.
10,4,0,2,0.5,0.0,3,3,0.0,2,0,6,12.0,8.0,0.0,4.0,Ours,2560,A shops is on a ground floor with balconies nearby.
14,4,2,5,1.25,0.5,3,3,0.6666666666666666,3,0,6,15.714285714285714,5.7142857142857135,2.8571428571428568,7.142857142857143,Ours,2561,"A dramatic effect highlights a texture in a shaded, dark, out-of-focus area."
16,6,2,3,0.5,0.3333333333333333,4,4,0.5,1,1,6,13.75,7.5,2.5,3.75,Ours,2562,"A dramatic effect overlays a texture, while an out-of-focus area overlays a shaded part."
15,4,3,5,1.25,0.75,4,4,0.75,3,0,6,16.0,5.333333333333333,4.0,6.666666666666666,Ours,2563,"White waves crash onto a shore, with a sandy, wet beach caused by a tide."
16,4,3,4,1.0,0.75,3,3,1.0,2,0,7,13.75,5.0,3.75,5.0,Ours,2564,"A basket is filled with a light green artichoke-like vegetable, worn by a person nearby."
18,6,3,4,0.6666666666666666,0.5,5,5,0.6,3,0,7,14.444444444444445,6.666666666666666,3.333333333333333,4.444444444444445,Ours,2565,"Dry patches are part of a green, lush lawn, with a pink glove lying nearby on the grass."
13,5,1,3,0.6,0.2,4,4,0.25,2,0,5,13.846153846153847,7.6923076923076925,1.5384615384615385,4.615384615384616,Ours,2566,"Dry patches are part of a lawn, with a pink glove lying nearby."
26,14,1,4,0.2857142857142857,0.07142857142857142,6,6,0.16666666666666666,2,1,9,14.615384615384615,10.769230769230768,0.7692307692307693,3.076923076923077,Ours,2567,A cartoon duck character carries shopping bags in an advertisement featuring a large “No 20 SHOPPER” graphic and information about Monks Cross Shopping’s opening times.
13,4,2,5,1.25,0.5,4,4,0.5,4,0,6,16.923076923076923,6.153846153846154,3.076923076923077,7.6923076923076925,Ours,2568,Dirt kicks up around a pair of blue shoes near a white helmet.
22,8,2,6,0.75,0.25,6,6,0.3333333333333333,3,0,6,14.545454545454547,7.272727272727273,1.8181818181818183,5.454545454545454,Ours,2569,"A vase holding a flower sits on a counter below a wooden cabinet, beside a wooden wine rack containing five wine glasses."
30,10,2,9,0.9,0.2,8,8,0.25,6,1,9,14.0,6.666666666666666,1.3333333333333333,6.0,Ours,2570,"A vase sits to the right of a flower, with a wooden wine rack placed among the five wine glasses, and a wooden cabinet resting on top of the counter."
16,5,4,5,1.0,0.8,4,4,1.0,2,0,8,17.5,6.25,5.0,6.25,Ours,2571,"A wet fork made of metal rests beside vibrant green, small, tightly packed florets containing buds."
17,5,3,6,1.2,0.6,6,6,0.5,3,0,5,16.470588235294116,5.882352941176471,3.5294117647058827,7.058823529411765,Ours,2572,A wet fork made of metal sits in the background near pink floral florets that include buds.
18,5,5,4,0.8,1.0,4,4,1.25,3,0,10,15.555555555555555,5.555555555555555,5.555555555555555,4.444444444444445,Ours,2573,"Two plush suitcases rest on a luggage rack next to a person with short, straight, dark black hair."
9,3,1,3,1.0,0.3333333333333333,2,2,0.5,1,0,4,15.555555555555555,6.666666666666666,2.2222222222222223,6.666666666666666,Ours,2574,"A dish features cooked rice, with a neutral expression."
14,6,0,4,0.6666666666666666,0.0,3,3,0.0,2,0,6,14.285714285714286,8.571428571428571,0.0,5.7142857142857135,Ours,2575,A baseball game is viewed through a chain-link fence with a mesh attached.
14,6,0,3,0.5,0.0,3,3,0.0,2,0,7,12.857142857142858,8.571428571428571,0.0,4.285714285714286,Ours,2576,A chain-link fence is placed next to a mesh within a baseball game.
21,6,1,7,1.1666666666666667,0.16666666666666666,6,6,0.16666666666666666,4,1,7,13.333333333333332,5.7142857142857135,0.9523809523809523,6.666666666666666,Ours,2577,"A right arm reaches into a box filled with five apples, while sunlight above casts a shadow falling on the box."
23,6,3,6,1.0,0.5,5,5,0.6,3,1,7,13.043478260869566,5.217391304347826,2.608695652173913,5.217391304347826,Ours,2578,"A suitcase features two metal latches and is adorned with two wavy white stripes on its front, partially covered by a thick patch."
20,6,4,4,0.6666666666666666,0.6666666666666666,5,5,0.8,2,1,7,14.0,6.0,4.0,4.0,Ours,2579,"The suitcase features two latches and a thick patch, with sparse vegetation crossing the upper right corner of the frame."
15,4,2,4,1.0,0.5,4,4,0.5,3,0,7,13.333333333333332,5.333333333333333,2.6666666666666665,5.333333333333333,Ours,2580,A striped suitcase rests next to a pile of 12 suitcases on a concrete dock.
17,5,3,3,0.6,0.6,3,3,1.0,2,0,5,12.941176470588236,5.882352941176471,3.5294117647058827,3.5294117647058827,Ours,2581,"A textile suitcase is being placed at the concrete dock, with a wooden, lettered-pattern suitcase nearby."
13,3,3,4,1.3333333333333333,1.0,3,3,1.0,1,0,6,15.384615384615385,4.615384615384616,4.615384615384616,6.153846153846154,Ours,2582,An outdoor pen made of concrete walls has an orange tag numbered 157.
12,3,3,4,1.3333333333333333,1.0,3,3,1.0,2,0,6,16.666666666666668,5.0,5.0,6.666666666666666,Ours,2583,"An outdoor pen, made of concrete walls, is lined with closed wool."
44,12,7,9,0.75,0.5833333333333334,10,10,0.7,5,3,6,12.727272727272727,5.454545454545454,3.1818181818181817,4.090909090909091,Ours,2584,"A light wooden desk arranged in a corner holds a standard white keyboard with a white mouse nearby, a silver tablet or drawing pad to its left, and an ergonomic black keyboard with a wrist rest placed further back and slightly to the left."
29,7,4,6,0.8571428571428571,0.5714285714285714,7,7,0.5714285714285714,4,2,8,11.724137931034482,4.827586206896552,2.7586206896551726,4.137931034482759,Ours,2585,"A light wooden desk holds a keyboard and a white mouse near another keyboard, with a black keyboard placed further back and slightly to the left of the desk."
22,10,2,4,0.4,0.2,6,6,0.3333333333333333,3,1,8,14.545454545454547,9.09090909090909,1.8181818181818183,3.6363636363636367,Ours,2586,"A corner building houses The Carphone Warehouse and The iPhone Warehouse, with red lights mounted on a black pole near the building."
14,6,1,4,0.6666666666666666,0.16666666666666666,4,4,0.25,3,0,6,15.714285714285714,8.571428571428571,1.4285714285714284,5.7142857142857135,Ours,2587,A “STOP” sign is displayed on a reflective surface in front of store windows.
13,5,1,4,0.8,0.2,4,4,0.25,2,1,6,15.384615384615385,7.6923076923076925,1.5384615384615385,6.153846153846154,Ours,2588,"A messy pizza, topped with sausage and peppers, sits on a metal tray."
17,5,2,5,1.0,0.4,4,4,0.5,3,1,9,14.11764705882353,5.882352941176471,2.3529411764705883,5.882352941176471,Ours,2589,"A messy pizza, resting on a metal tray and next to feta cheese, reflects off a sausage."
25,9,2,7,0.7777777777777778,0.2222222222222222,9,9,0.2222222222222222,4,0,8,14.399999999999999,7.199999999999999,1.6,5.6000000000000005,Ours,2590,"A person rides a skateboard under the bright glow of a street light that casts a strong glare, with cars having headlights in the background."
27,8,4,6,0.75,0.5,7,7,0.5714285714285714,2,1,7,13.333333333333332,5.925925925925926,2.962962962962963,4.444444444444445,Ours,2591,"A colorful skateboard rests beneath someone’s feet, while a dramatic, dark street light casts a strong glare, with cars parked nearby whose headlights illuminate the scene."
21,5,4,5,1.0,0.8,6,6,0.6666666666666666,3,1,5,13.333333333333332,4.761904761904762,3.8095238095238093,4.761904761904762,Ours,2592,"A group of people are enjoying an event while a soft, fluffy, furry, hairy backpack rests on the ground near them."
14,6,2,4,0.6666666666666666,0.3333333333333333,4,4,0.5,1,0,4,17.142857142857142,8.571428571428571,2.8571428571428568,5.7142857142857135,Ours,2593,"Majestic, snow-covered mountains dominate a vibrant ski resort, blanketing the slopes with snow."
18,7,3,5,0.7142857142857143,0.42857142857142855,6,6,0.5,4,0,9,16.666666666666668,7.777777777777778,3.333333333333333,5.555555555555555,Ours,2594,Majestic mountains dominate a vibrant ski resort with a pair of skis ready for use on the slopes.
13,3,3,2,0.6666666666666666,1.0,3,3,1.0,2,0,6,12.307692307692308,4.615384615384616,4.615384615384616,3.076923076923077,Ours,2595,A messy skateboard is in a skate park with a white helmet nearby.
14,6,2,3,0.5,0.3333333333333333,4,4,0.5,1,0,7,15.714285714285714,8.571428571428571,2.8571428571428568,4.285714285714286,Ours,2596,A messy skateboard separates a skate park with a person wearing white plaid pants.
18,7,0,5,0.7142857142857143,0.0,6,6,0.0,4,1,8,13.333333333333332,7.777777777777778,0.0,5.555555555555555,Ours,2597,"A keyboard and a mouse rest on a desk, with the keyboard positioned in front of the monitors."
25,10,0,10,1.0,0.0,6,6,0.0,7,0,8,16.0,8.0,0.0,8.0,Ours,2598,"A mouse stands on monitors, part of a home office setup resting on a desk, with the desk peeking out from beneath a computer tower."
27,8,4,6,0.75,0.5,7,7,0.5714285714285714,4,2,9,13.333333333333332,5.925925925925926,2.962962962962963,4.444444444444445,Ours,2599,"Two mice sit next to a keyboard, while headphones and a closed soft/fluffy/furry/hairy handbag are nestled among a pile of items on a surface."
25,7,6,6,0.8571428571428571,0.8571428571428571,6,6,1.0,5,0,10,15.2,5.6000000000000005,4.8,4.8,Ours,2600,"A grassy hill is in the foreground of a sunny outdoor setting, with long, light brown, curly hair belonging to a person in the scene."
17,4,5,4,1.0,1.25,4,4,1.25,3,0,6,15.294117647058822,4.705882352941177,5.882352941176471,4.705882352941177,Ours,2601,"A grassy hill is in the foreground of a scattered setting, with long, curly, light brown hair."
29,9,4,8,0.8888888888888888,0.4444444444444444,8,8,0.5,5,1,8,14.482758620689655,6.206896551724138,2.7586206896551726,5.517241379310345,Ours,2602,"A keyboard sits in front of a screen showing a light blue interface, with a cat’s front paws resting on the keys, and horizontal blinds in the background."
23,7,3,7,1.0,0.42857142857142855,7,7,0.42857142857142855,5,1,9,14.782608695652172,6.086956521739131,2.608695652173913,6.086956521739131,Ours,2603,"A male interface is displayed on a screen, while a pair of front paws rests on keys with straight hair beside the screen."
11,3,1,3,1.0,0.3333333333333333,3,3,0.3333333333333333,2,0,6,12.727272727272727,5.454545454545454,1.8181818181818183,5.454545454545454,Ours,2604,A head is turned toward a camera in the middle ground.
8,3,0,2,0.6666666666666666,0.0,3,3,0.0,0,0,4,12.5,7.5,0.0,5.0,Ours,2605,"A head holds a camera, photographing a flock."
19,8,1,5,0.625,0.125,6,6,0.16666666666666666,3,1,11,14.736842105263158,8.421052631578947,1.0526315789473684,5.263157894736842,Ours,2606,A side mirror reflects a black car parked in front of a brick building with windows and a door.
18,4,3,5,1.25,0.75,4,4,0.75,4,0,6,13.333333333333332,4.444444444444445,3.333333333333333,5.555555555555555,Ours,2607,"A tongue is sticking out of a slightly open mouth, with a red car visible in the background."
12,3,0,6,2.0,0.0,3,3,0.0,2,1,4,15.0,5.0,0.0,10.0,Ours,2608,"A dilapidated, ruined, or broken toilet sits on a sidewalk at night."
12,3,0,6,2.0,0.0,3,3,0.0,2,1,4,15.0,5.0,0.0,10.0,Ours,2609,"A dilapidated, ruined, or broken toilet sits on a sidewalk at night."
9,4,0,3,0.75,0.0,3,3,0.0,2,0,5,15.555555555555555,8.88888888888889,0.0,6.666666666666666,Ours,2610,Advertisements for Stella Artois are displayed on the left.
10,5,0,4,0.8,0.0,3,3,0.0,2,0,5,18.0,10.0,0.0,8.0,Ours,2611,"Advertisements walk through Stella Artois, displayed alongside a SFPD logo."
16,5,4,3,0.6,0.8,4,4,1.0,1,1,8,15.0,6.25,5.0,3.75,Ours,2612,The living room features light yellow walls and a floor covered with a light-colored carpet.
10,3,1,3,1.0,0.3333333333333333,3,3,0.3333333333333333,1,0,6,14.0,6.0,2.0,6.0,Ours,2613,A scenic wallpaper depicts a castle perched on a hill.
13,4,2,4,1.0,0.5,4,4,0.5,2,0,7,15.384615384615385,6.153846153846154,3.076923076923077,6.153846153846154,Ours,2614,A scenic wallpaper features a castle with blue lettering perched on a hill.
20,6,3,7,1.1666666666666667,0.5,5,5,0.6,5,0,7,16.0,6.0,3.0,7.0,Ours,2615,Two disorganized remotes sit on a black coffee table in a room with windows looking out onto an outdoor scene.
24,8,4,6,0.75,0.5,7,7,0.5714285714285714,5,0,7,15.0,6.666666666666666,3.333333333333333,5.0,Ours,2616,"A messy remote rests on a black coffee table in the center of the room, with windows offering a view of an outdoor scene."
20,6,2,6,1.0,0.3333333333333333,5,5,0.4,3,0,11,14.0,6.0,2.0,6.0,Ours,2617,A viewer looks at the back of a horse whose hooves rest on the white lines marking a parking space.
22,8,1,6,0.75,0.125,7,7,0.14285714285714285,4,1,7,13.636363636363635,7.272727272727273,0.9090909090909092,5.454545454545454,Ours,2618,A viewer observes the back of a car while an animal with hooves stands on the white lines of a parking space.
13,4,3,3,0.75,0.75,3,3,1.0,1,0,5,15.384615384615385,6.153846153846154,4.615384615384616,4.615384615384616,Ours,2619,"An enclosure features several tall, light-colored posts with a sports ball inside."
11,3,2,3,1.0,0.6666666666666666,3,3,0.6666666666666666,2,0,4,14.545454545454547,5.454545454545454,3.6363636363636367,5.454545454545454,Ours,2620,"An enclosure is surrounded by several posts, with a prominent tusk."
16,6,2,4,0.6666666666666666,0.3333333333333333,6,6,0.3333333333333333,3,1,7,15.0,7.5,2.5,5.0,Ours,2621,An animal with white markings on its forehead and ears wears a decorative necklace with bells.
13,4,2,4,1.0,0.5,4,4,0.5,3,0,6,15.384615384615385,6.153846153846154,3.076923076923077,6.153846153846154,Ours,2622,A decorative necklace with bells is worn by a person in brown pants.
13,4,1,4,1.0,0.25,4,4,0.25,3,0,4,13.846153846153847,6.153846153846154,1.5384615384615385,6.153846153846154,Ours,2623,A pair of hands indicates the time around 2:40 on a white face.
12,5,1,3,0.6,0.2,4,4,0.25,2,1,8,15.0,8.333333333333334,1.6666666666666665,5.0,Ours,2624,"Shelves are filled with baked goods, including bagels and a dozen donuts."
9,3,1,3,1.0,0.3333333333333333,3,3,0.3333333333333333,2,0,6,15.555555555555555,6.666666666666666,2.2222222222222223,6.666666666666666,Ours,2625,"Shelves are filled with baked goods, including thirteen donuts."
10,3,2,2,0.6666666666666666,0.6666666666666666,3,3,0.6666666666666666,1,0,5,14.0,6.0,4.0,4.0,Ours,2626,A happy smile graces a face within a framed picture.
10,3,1,2,0.6666666666666666,0.3333333333333333,3,3,0.3333333333333333,0,1,4,12.0,6.0,2.0,4.0,Ours,2627,A happy smile graces a face while holding a remote.
15,3,5,3,1.0,1.6666666666666667,3,3,1.6666666666666667,2,0,6,14.666666666666666,4.0,6.666666666666666,4.0,Ours,2628,"A tall, dark green lamppost, surrounded by a decorative base, is visible in the distance."
25,7,5,8,1.1428571428571428,0.7142857142857143,6,6,0.8333333333333334,4,0,7,16.0,5.6000000000000005,4.0,6.4,Ours,2629,"A dark, almost black vase with a white band, containing dark, elongated leaves emerging from a top, rests in a container set against dark tones."
23,7,2,5,0.7142857142857143,0.2857142857142857,7,7,0.2857142857142857,5,1,10,12.173913043478262,6.086956521739131,1.7391304347826086,4.3478260869565215,Ours,2630,"A male in white clothes is inside a container, next to a vase with a top and a white band around its middle."
16,5,3,3,0.6,0.6,5,5,0.6,1,1,6,13.75,6.25,3.75,3.75,Ours,2631,"A blender contains an orange, while colorful textiles with intricate patterns hang a blue tarp nearby."
15,5,3,3,0.6,0.6,4,4,0.75,3,0,6,14.666666666666666,6.666666666666666,4.0,4.0,Ours,2632,"Five oranges are in a blender, with a blue tarp hanging behind colorful patterned textiles."
25,6,3,9,1.5,0.5,6,6,0.5,5,0,10,14.399999999999999,4.8,2.4,7.199999999999999,Ours,2633,A closed toilet with a lid is accompanied by a white bidet sprayer connected by a hose that extends down to the blue tiled floor.
